month,country,merchant_segment,device,payment_method,attempts,successes,attempted_volume_usd,refunds,disputes,platform_revenue_usd,successful_amount_usd,success_rate,refund_rate,dispute_rate
2026-04,CA,Enterprise,Mobile,Wallet,342,324,35609.62,4,2,643.56,33875.6,0.9473684210526315,0.012345679012345678,0.006172839506172839
2026-04,CA,Mid-market,Desktop,BNPL,132,121,10357.66,3,2,179.67000000000002,9453.44,0.9166666666666666,0.024793388429752067,0.01652892561983471
2026-04,CA,Mid-market,Desktop,Bank debit,238,223,18450.36,2,0,337.36,17754.85,0.9369747899159664,0.008968609865470852,0.0
2026-04,CA,Mid-market,Desktop,Card,1257,1182,93744.44,15,14,1672.51,88020.26,0.9403341288782816,0.012690355329949238,0.011844331641285956
2026-04,CA,Mid-market,Desktop,Wallet,401,378,28782.78,8,3,509.64,26818.01,0.942643391521197,0.021164021164021163,0.007936507936507936
2026-04,CA,Mid-market,Mobile,BNPL,200,182,14688.09,3,0,251.31,13225.35,0.91,0.016483516483516484,0.0
2026-04,CA,Mid-market,Mobile,Bank debit,433,410,32850.75,6,1,593.67,31244.85,0.9468822170900693,0.014634146341463415,0.0024390243902439024
2026-04,CA,Mid-market,Mobile,Card,2483,2342,180806.57,39,12,3247.63,170920.78,0.9432138542086186,0.016652433817250213,0.005123825789923143
2026-04,CA,Mid-market,Mobile,Wallet,724,692,51946.83,12,1,948.64,49921.16,0.9558011049723757,0.017341040462427744,0.001445086705202312
2026-04,CA,SMB,Desktop,BNPL,243,227,12651.82,6,0,220.65,11613.99,0.934156378600823,0.02643171806167401,0.0
2026-04,CA,SMB,Desktop,Bank debit,452,420,20624.76,5,1,363.77,19141.58,0.9292035398230089,0.011904761904761904,0.002380952380952381
2026-04,CA,SMB,Desktop,Card,2547,2390,126404.28,24,15,2253.44,118603.66,0.9383588535531998,0.0100418410041841,0.006276150627615063
2026-04,CA,SMB,Desktop,Wallet,812,778,40809.88,9,3,749.77,39456.63,0.958128078817734,0.011568123393316195,0.0038560411311053984
2026-04,CA,SMB,Mobile,BNPL,442,402,20311.11,10,1,352.91,18575.64,0.9095022624434389,0.024875621890547265,0.0024875621890547263
2026-04,CA,SMB,Mobile,Bank debit,765,706,38705.92,13,4,670.1,35263.28,0.9228758169934641,0.018413597733711047,0.0056657223796034
2026-04,CA,SMB,Mobile,Card,4394,4098,214923.21,74,18,3832.13,201692.7,0.9326354119253527,0.01805758906783797,0.004392386530014641
2026-04,CA,SMB,Mobile,Wallet,1453,1386,69689.79,22,5,1256.89,66163.67,0.9538885065381968,0.015873015873015872,0.0036075036075036075
2026-04,DE,Enterprise,Desktop,BNPL,51,48,4789.88,0,0,84.05,4423.47,0.9411764705882353,0.0,0.0
2026-04,DE,Enterprise,Desktop,Bank debit,75,74,7580.35,1,0,143.13,7533.0199999999995,0.9866666666666667,0.013513513513513514,0.0
2026-04,DE,Enterprise,Desktop,Card,449,423,45284.96,5,2,811.7,42723.13,0.9420935412026726,0.01182033096926714,0.004728132387706856
2026-04,DE,Enterprise,Desktop,Wallet,134,124,16568.2,2,0,297.64,15663.21,0.9253731343283582,0.016129032258064516,0.0
2026-04,DE,Enterprise,Mobile,BNPL,97,86,15293.02,2,0,255.28,13436.69,0.8865979381443299,0.023255813953488372,0.0
2026-04,DE,Enterprise,Mobile,Bank debit,161,152,17574.31,5,0,295.79,15567.19,0.9440993788819876,0.03289473684210526,0.0
2026-04,DE,Enterprise,Mobile,Card,851,803,97604.15,18,3,1724.96,90794.87,0.9435957696827262,0.0224159402241594,0.0037359900373599006
2026-04,DE,Enterprise,Mobile,Wallet,264,258,31035.9,7,1,574.55,30242.3,0.9772727272727273,0.027131782945736434,0.003875968992248062
2026-04,DE,Mid-market,Desktop,BNPL,90,83,6395.99,1,0,113.78,5990.05,0.9222222222222223,0.012048192771084338,0.0
2026-04,DE,Mid-market,Desktop,Bank debit,183,170,12744.04,2,0,226.39,11915.97,0.9289617486338798,0.011764705882352941,0.0
2026-04,DE,Mid-market,Desktop,Card,975,898,72388.2,11,7,1266.78,66675.24,0.921025641025641,0.012249443207126948,0.0077951002227171495
2026-04,DE,Mid-market,Desktop,Wallet,311,297,22107.93,4,0,405.72,21353.17,0.954983922829582,0.013468013468013467,0.0
2026-04,DE,Mid-market,Mobile,BNPL,163,143,11962.35,3,1,178.41,9387.75,0.8773006134969326,0.02097902097902098,0.006993006993006993
2026-04,DE,Mid-market,Mobile,Bank debit,329,306,22957.8,2,1,406.7,21398.71,0.9300911854103343,0.006535947712418301,0.0032679738562091504
2026-04,DE,Mid-market,Mobile,Card,1707,1589,122240.22,20,5,2155.59,113453.7,0.9308728763913299,0.012586532410320957,0.0031466331025802393
2026-04,DE,Mid-market,Mobile,Wallet,567,529,41235.74,9,1,718.8,37832.79,0.9329805996472663,0.017013232514177693,0.001890359168241966
2026-04,DE,SMB,Desktop,BNPL,193,181,9524.92,9,0,174.2,9166.619999999999,0.9378238341968912,0.049723756906077346,0.0
2026-04,DE,SMB,Desktop,Bank debit,324,300,17451.27,7,0,306.45,16126.9,0.9259259259259259,0.023333333333333334,0.0
2026-04,DE,SMB,Desktop,Card,1897,1767,96063.17,26,11,1705.75,89787.02,0.9314707432788614,0.014714204867006225,0.00622524052065648
2026-04,DE,SMB,Desktop,Wallet,581,547,27755.84,6,5,497.39,26179.71,0.9414802065404475,0.010968921389396709,0.009140767824497258
2026-04,DE,SMB,Mobile,BNPL,300,276,12769.5,4,0,227.62,11979.6,0.92,0.014492753623188406,0.0
2026-04,DE,SMB,Mobile,Bank debit,580,537,26504.85,6,2,463.7,24402.65,0.9258620689655173,0.0111731843575419,0.0037243947858473
2026-04,DE,SMB,Mobile,Card,3272,3051,164556.78,36,25,2916.88,153505.7,0.9324572127139364,0.011799410029498525,0.00819403474270731
2026-04,DE,SMB,Mobile,Wallet,1117,1066,52869.81,13,1,959.54,50502.5,0.954341987466428,0.012195121951219513,0.0009380863039399625
2026-04,GB,Enterprise,Desktop,BNPL,56,51,6329.21,1,0,113.76,5988.04,0.9107142857142857,0.0196078431372549,0.0
2026-04,GB,Enterprise,Desktop,Bank debit,95,87,9951.93,2,0,176.08,9267.18,0.9157894736842105,0.022988505747126436,0.0
2026-04,GB,Enterprise,Desktop,Card,580,548,60363.69,7,1,1078.73,56780.81,0.9448275862068966,0.012773722627737226,0.0018248175182481751
2026-04,GB,Enterprise,Desktop,Wallet,171,166,17915.25,6,1,324.42,17073.21,0.9707602339181286,0.03614457831325301,0.006024096385542169
2026-04,GB,Enterprise,Mobile,BNPL,104,97,11880.02,4,0,215.86,11358.99,0.9326923076923077,0.041237113402061855,0.0
2026-04,GB,Enterprise,Mobile,Bank debit,148,136,15882.27,0,0,269.16,14167.05,0.918918918918919,0.0,0.0
2026-04,GB,Enterprise,Mobile,Card,974,913,109953.16,16,6,1978.18,104118.49,0.9373716632443532,0.017524644030668127,0.0065717415115005475
2026-04,GB,Enterprise,Mobile,Wallet,299,284,31183.2,4,0,575.33,30279.19,0.9498327759197325,0.014084507042253521,0.0
2026-04,GB,Mid-market,Desktop,BNPL,112,100,7766.09,2,0,131.06,6900.17,0.8928571428571429,0.02,0.0
2026-04,GB,Mid-market,Desktop,Bank debit,224,208,16287.85,0,1,281.91,14836.08,0.9285714285714286,0.0,0.004807692307692308
2026-04,GB,Mid-market,Desktop,Card,1156,1082,86707.84,13,11,1535.93,80843.29,0.9359861591695502,0.012014787430683918,0.010166358595194085
2026-04,GB,Mid-market,Desktop,Wallet,350,327,26164.14,10,1,462.25,24329.55,0.9342857142857143,0.03058103975535168,0.0030581039755351682
2026-04,GB,Mid-market,Mobile,BNPL,205,189,14602.22,7,0,252.46,13288.09,0.9219512195121952,0.037037037037037035,0.0
2026-04,GB,Mid-market,Mobile,Bank debit,371,339,26748.739999999998,10,1,461.39,24288.21,0.9137466307277629,0.029498525073746312,0.0029498525073746312
2026-04,GB,Mid-market,Mobile,Card,2113,1977,139836.19,36,8,2463.78,129675.06,0.9356365357311879,0.018209408194233688,0.004046535154274153
2026-04,GB,Mid-market,Mobile,Wallet,658,630,43462.45,10,2,789.74,41562.5,0.9574468085106383,0.015873015873015872,0.0031746031746031746
2026-04,GB,SMB,Desktop,BNPL,229,214,11465.869999999999,4,1,200.65,10562.23,0.9344978165938864,0.018691588785046728,0.004672897196261682
2026-04,GB,SMB,Desktop,Bank debit,431,403,20563.07,11,1,356.43,18754.23,0.9350348027842227,0.02729528535980149,0.0024813895781637717
2026-04,GB,SMB,Desktop,Card,2211,2085,114136.16,30,16,2036.66,107191.34,0.9430122116689281,0.014388489208633094,0.007673860911270983
2026-04,GB,SMB,Desktop,Wallet,697,661,35282.2,11,1,645.49,33968.68,0.9483500717360115,0.01664145234493192,0.0015128593040847202
2026-04,GB,SMB,Mobile,BNPL,376,341,17300.81,7,0,299.23,15750.23,0.9069148936170213,0.020527859237536656,0.0
2026-04,GB,SMB,Mobile,Bank debit,707,661,35052.25,9,0,619.18,32585.66,0.9349363507779349,0.01361573373676248,0.0
2026-04,GB,SMB,Mobile,Card,3848,3582,193250.7,52,27,3389.13,178359.76,0.9308731808731808,0.014517029592406477,0.007537688442211055
2026-04,GB,SMB,Mobile,Wallet,1297,1226,63966.49,14,3,1147.04,60366.61,0.9452582883577486,0.011419249592169658,0.0024469820554649264
2026-04,US,Enterprise,Desktop,BNPL,165,152,17543.0,2,0,316.75,16670.71,0.9212121212121213,0.013157894736842105,0.0
2026-04,US,Enterprise,Desktop,Bank debit,345,316,37974.6,4,2,644.47,33922.63,0.9159420289855073,0.012658227848101266,0.006329113924050633
2026-04,US,Enterprise,Desktop,Card,1871,1764,198872.23,21,15,3568.21,187807.33,0.9428113308391235,0.011904761904761904,0.008503401360544218
2026-04,US,Enterprise,Desktop,Wallet,593,567,62667.48,10,3,1148.88,60464.62,0.9561551433389545,0.01763668430335097,0.005291005291005291
2026-04,US,Enterprise,Mobile,BNPL,329,307,37909.55,9,0,656.48,34556.13,0.9331306990881459,0.029315960912052116,0.0
2026-04,US,Enterprise,Mobile,Bank debit,569,531,59436.36,7,0,1036.53,54552.34,0.9332161687170475,0.013182674199623353,0.0
2026-04,US,Enterprise,Mobile,Card,3204,2984,349584.17,43,13,6164.99,324482.35,0.9313358302122348,0.014410187667560321,0.00435656836461126
2026-04,US,Enterprise,Mobile,Wallet,1074,1018,116562.87,16,1,2112.02,111163.95,0.9478584729981379,0.015717092337917484,0.0009823182711198428
2026-04,US,Mid-market,Desktop,BNPL,373,340,27354.87,7,2,471.26,24803.43,0.9115281501340483,0.020588235294117647,0.0058823529411764705
2026-04,US,Mid-market,Desktop,Bank debit,668,642,49691.47,16,4,914.22,48116.44,0.9610778443113772,0.024922118380062305,0.006230529595015576
2026-04,US,Mid-market,Desktop,Card,3829,3615,272922.61,58,27,4900.58,257911.57,0.9441107338730739,0.016044260027662516,0.007468879668049793
2026-04,US,Mid-market,Desktop,Wallet,1189,1138,83068.9,21,4,1512.61,79612.95,0.9571068124474348,0.01845342706502636,0.0035149384885764497
2026-04,US,Mid-market,Mobile,BNPL,653,591,44845.59,15,0,754.82,39724.71,0.9050535987748851,0.025380710659898477,0.0
2026-04,US,Mid-market,Mobile,Bank debit,1169,1094,84419.87,16,2,1494.26,78647.02,0.9358426005132592,0.014625228519195612,0.0018281535648994515
2026-04,US,Mid-market,Mobile,Card,6798,6358,494589.09,111,39,8767.11,461425.69,0.9352750809061489,0.017458320226486315,0.006134004403900598
2026-04,US,Mid-market,Mobile,Wallet,2184,2089,152906.61,35,5,2770.8,145839.09,0.9565018315018315,0.01675442795595979,0.0023934897079942556
2026-04,US,SMB,Desktop,BNPL,707,656,35021.75,19,0,625.33,32913.45,0.9278642149929278,0.028963414634146343,0.0
2026-04,US,SMB,Desktop,Bank debit,1257,1179,60547.72,21,3,1074.34,56540.64,0.9379474940334129,0.017811704834605598,0.002544529262086514
2026-04,US,SMB,Desktop,Card,7152,6763,363378.78,99,34,6489.84,341578.24,0.9456096196868009,0.01463847404997782,0.005027354724234807
2026-04,US,SMB,Desktop,Wallet,2304,2207,119436.21,37,4,2185.21,115009.13,0.9578993055555556,0.01676483914816493,0.0018124150430448573
2026-04,US,SMB,Mobile,BNPL,1235,1126,61833.77,33,0,1076.06,56634.19,0.9117408906882591,0.02930728241563055,0.0
2026-04,US,SMB,Mobile,Bank debit,2195,2018,109879.55,30,7,1922.94,101209.25,0.9193621867881548,0.014866204162537165,0.003468780971258672
2026-04,US,SMB,Mobile,Card,12806,11996,628715.01,210,66,11157.76,587226.78,0.9367483991878807,0.01750583527842614,0.005501833944648216
2026-04,US,SMB,Mobile,Wallet,4013,3802,202384.68,55,11,3646.89,191942.91,0.9474208821330675,0.014466070489216202,0.0028932140978432403
2026-05,AU,Enterprise,Desktop,BNPL,53,50,5733.31,1,1,102.67,5403.62,0.9433962264150944,0.02,0.02
2026-05,AU,Enterprise,Desktop,Bank debit,83,75,9368.83,0,0,164.81,8673.89,0.9036144578313253,0.0,0.0
2026-05,AU,Enterprise,Desktop,Card,485,455,54683.24,8,3,969.41,51023.73,0.9381443298969072,0.017582417582417582,0.006593406593406593
2026-05,AU,Enterprise,Desktop,Wallet,162,154,17417.9,3,0,313.46,16497.36,0.9506172839506173,0.01948051948051948,0.0
2026-05,AU,Enterprise,Mobile,BNPL,77,72,7854.66,1,1,141.68,7455.39,0.935064935064935,0.013888888888888888,0.013888888888888888
2026-05,AU,Enterprise,Mobile,Bank debit,147,140,17292.7,4,0,321.1,16899.14,0.9523809523809523,0.02857142857142857,0.0
2026-05,AU,Enterprise,Mobile,Card,835,790,93383.64,14,2,1696.56,89291.25,0.9461077844311377,0.017721518987341773,0.002531645569620253
2026-05,AU,Enterprise,Mobile,Wallet,256,247,29030.03,3,0,535.46,28178.19,0.96484375,0.012145748987854251,0.0
2026-05,AU,Mid-market,Desktop,BNPL,119,103,7822.08,1,1,120.9,6363.26,0.865546218487395,0.009708737864077669,0.009708737864077669
2026-05,AU,Mid-market,Desktop,Bank debit,187,172,12842.47,3,0,217.64,11454.82,0.9197860962566845,0.01744186046511628,0.0
2026-05,AU,Mid-market,Desktop,Card,1105,1035,78098.8,7,7,1382.15,72744.9,0.9366515837104072,0.00676328502415459,0.00676328502415459
2026-05,AU,Mid-market,Desktop,Wallet,331,314,23982.3,6,2,428.03000000000003,22529.25,0.9486404833836858,0.01910828025477707,0.006369426751592357
2026-05,AU,Mid-market,Mobile,BNPL,175,163,13868.93,3,1,246.59,12978.49,0.9314285714285714,0.018404907975460124,0.006134969325153374
2026-05,AU,Mid-market,Mobile,Bank debit,325,296,25132.02,10,0,424.18,22319.78,0.9107692307692308,0.033783783783783786,0.0
2026-05,AU,Mid-market,Mobile,Card,1819,1700,140866.15,27,9,2512.59,132233.87,0.9345794392523364,0.01588235294117647,0.005294117647058823
2026-05,AU,Mid-market,Mobile,Wallet,591,554,39448.5,9,2,699.46,36811.31,0.937394247038917,0.016245487364620937,0.0036101083032490976
2026-05,AU,SMB,Desktop,BNPL,226,209,10599.52,4,0,188.34,9911.33,0.9247787610619469,0.019138755980861243,0.0
2026-05,AU,SMB,Desktop,Bank debit,329,311,15887.47,10,1,284.4,14968.73,0.9452887537993921,0.03215434083601286,0.003215434083601286
2026-05,AU,SMB,Desktop,Card,1922,1816,95472.22,32,13,1714.1,90212.0,0.9448491155046826,0.01762114537444934,0.007158590308370044
2026-05,AU,SMB,Desktop,Wallet,628,598,32536.86,8,0,595.82,31357.579999999998,0.9522292993630573,0.013377926421404682,0.0
2026-05,AU,SMB,Mobile,BNPL,362,326,17693.3,8,1,295.53,15552.85,0.9005524861878453,0.024539877300613498,0.003067484662576687
2026-05,AU,SMB,Mobile,Bank debit,561,525,28245.71,9,0,503.35,26488.02,0.9358288770053476,0.017142857142857144,0.0
2026-05,AU,SMB,Mobile,Card,3509,3316,172307.95,53,27,3092.68,162774.86000000002,0.944998575092619,0.015983112183353437,0.008142340168878166
2026-05,AU,SMB,Mobile,Wallet,1084,1019,52358.01,19,1,930.15,48958.95,0.9400369003690037,0.018645731108930325,0.0009813542688910696
2026-05,CA,Enterprise,Desktop,BNPL,70,67,7250.91,2,1,127.67,6720.14,0.9571428571428572,0.029850746268656716,0.014925373134328358
2026-05,CA,Enterprise,Desktop,Bank debit,109,102,11093.5,1,2,203.88,10732.94,0.9357798165137615,0.00980392156862745,0.0196078431372549
2026-05,CA,Enterprise,Desktop,Card,666,616,73614.05,8,0,1279.2,67320.36,0.924924924924925,0.012987012987012988,0.0
2026-05,CA,Enterprise,Desktop,Wallet,225,220,25567.57,1,0,472.0,24844.44,0.9777777777777777,0.004545454545454545,0.0
2026-05,CA,Enterprise,Mobile,BNPL,117,102,13143.71,6,0,200.65,10558.52,0.8717948717948718,0.058823529411764705,0.0
2026-05,CA,Enterprise,Mobile,Bank debit,205,190,21565.79,3,0,386.24,20327.03,0.926829268292683,0.015789473684210527,0.0
2026-05,CA,Enterprise,Mobile,Card,1117,1043,116705.64,20,6,2062.72,108565.98,0.9337511190689346,0.019175455417066157,0.005752636625119847
2026-05,CA,Enterprise,Mobile,Wallet,339,322,36811.05,4,1,652.78,34356.16,0.9498525073746312,0.012422360248447204,0.003105590062111801
2026-05,CA,Mid-market,Desktop,BNPL,136,131,10097.97,7,0,185.29,9750.91,0.9632352941176471,0.05343511450381679,0.0
2026-05,CA,Mid-market,Desktop,Bank debit,245,231,17672.54,2,0,323.66,17036.75,0.9428571428571428,0.008658008658008658,0.0
2026-05,CA,Mid-market,Desktop,Card,1354,1270,97508.4,17,8,1743.57,91765.83,0.9379615952732644,0.013385826771653543,0.006299212598425197
2026-05,CA,Mid-market,Desktop,Wallet,436,414,30005.12,5,1,547.9,28839.29,0.9495412844036697,0.012077294685990338,0.0024154589371980675
2026-05,CA,Mid-market,Mobile,BNPL,226,209,16310.92,7,2,288.87,15203.35,0.9247787610619469,0.03349282296650718,0.009569377990430622
2026-05,CA,Mid-market,Mobile,Bank debit,410,393,28396.420000000002,9,2,520.79,27405.93,0.9585365853658536,0.022900763358778626,0.005089058524173028
2026-05,CA,Mid-market,Mobile,Card,2581,2395,188457.37,41,15,3344.45,176025.71,0.9279349089500194,0.017118997912317326,0.006263048016701462
2026-05,CA,Mid-market,Mobile,Wallet,772,735,57269.7,14,0,1023.17,53851.83,0.9520725388601037,0.01904761904761905,0.0
2026-05,CA,SMB,Desktop,BNPL,236,220,13518.86,7,0,244.34,12859.1,0.9322033898305084,0.031818181818181815,0.0
2026-05,CA,SMB,Desktop,Bank debit,473,437,24687.54,7,0,437.01,22999.61,0.9238900634249472,0.016018306636155607,0.0
2026-05,CA,SMB,Desktop,Card,2651,2498,125893.79,47,19,2271.65,119548.94,0.942285929837797,0.018815052041633307,0.007606084867894315
2026-05,CA,SMB,Desktop,Wallet,837,794,43385.590000000004,14,1,793.92,41785.67,0.948626045400239,0.017632241813602016,0.0012594458438287153
2026-05,CA,SMB,Mobile,BNPL,451,410,21051.28,11,1,367.01,19309.35,0.9090909090909091,0.026829268292682926,0.0024390243902439024
2026-05,CA,SMB,Mobile,Bank debit,832,761,41364.159999999996,9,5,715.97,37685.67,0.9146634615384616,0.011826544021024968,0.006570302233902759
2026-05,CA,SMB,Mobile,Card,4621,4342,231659.74,69,33,4125.97,217154.71,0.9396234581259467,0.015891294334408106,0.007600184246890834
2026-05,CA,SMB,Mobile,Wallet,1571,1485,78931.48,32,4,1409.06,74162.51,0.9452577975811585,0.02154882154882155,0.0026936026936026937
2026-05,DE,Enterprise,Desktop,BNPL,57,55,6674.54,0,0,124.86,6570.57,0.9649122807017544,0.0,0.0
2026-05,DE,Enterprise,Desktop,Bank debit,95,88,9767.74,4,0,177.41,9335.23,0.9263157894736842,0.045454545454545456,0.0
2026-05,DE,Enterprise,Desktop,Card,494,458,53688.81,8,5,937.82,49357.21,0.9271255060728745,0.017467248908296942,0.010917030567685589
2026-05,DE,Enterprise,Desktop,Wallet,150,142,17974.69,0,0,328.6,17294.95,0.9466666666666667,0.0,0.0
2026-05,DE,Enterprise,Mobile,BNPL,75,66,7122.15,0,0,125.36,6597.78,0.88,0.0,0.0
2026-05,DE,Enterprise,Mobile,Bank debit,166,146,17318.68,0,0,290.9,15311.16,0.8795180722891566,0.0,0.0
2026-05,DE,Enterprise,Mobile,Card,894,841,101018.52,10,3,1815.78,95571.03,0.9407158836689038,0.011890606420927468,0.0035671819262782403
2026-05,DE,Enterprise,Mobile,Wallet,303,284,31332.71,6,0,560.06,29475.42,0.9372937293729373,0.02112676056338028,0.0
2026-05,DE,Mid-market,Desktop,BNPL,90,85,7222.66,4,1,128.48,6759.89,0.9444444444444444,0.047058823529411764,0.011764705882352941
2026-05,DE,Mid-market,Desktop,Bank debit,177,167,12766.29,2,0,222.89000000000001,11732.14,0.943502824858757,0.011976047904191617,0.0
2026-05,DE,Mid-market,Desktop,Card,1006,939,70589.99,18,6,1229.9,64730.22,0.9333996023856859,0.019169329073482427,0.006389776357827476
2026-05,DE,Mid-market,Desktop,Wallet,356,339,27390.53,9,2,500.29,26329.12,0.952247191011236,0.02654867256637168,0.0058997050147492625
2026-05,DE,Mid-market,Mobile,BNPL,164,153,11443.18,3,0,204.56,10767.81,0.9329268292682927,0.0196078431372549,0.0
2026-05,DE,Mid-market,Mobile,Bank debit,334,307,23972.0,2,0,426.73,22457.88,0.9191616766467066,0.006514657980456026,0.0
2026-05,DE,Mid-market,Mobile,Card,1836,1709,127832.18,38,15,2279.32,119969.32,0.9308278867102396,0.022235225277940317,0.008777062609713282
2026-05,DE,Mid-market,Mobile,Wallet,599,572,42297.06,7,5,775.12,40795.81,0.9549248747913188,0.012237762237762238,0.008741258741258742
2026-05,DE,SMB,Desktop,BNPL,206,186,10845.93,4,0,173.45,9128.53,0.9029126213592233,0.021505376344086023,0.0
2026-05,DE,SMB,Desktop,Bank debit,328,308,16203.43,5,0,289.18,15219.91,0.9390243902439024,0.016233766233766232,0.0
2026-05,DE,SMB,Desktop,Card,1949,1836,97444.35,29,15,1751.31,92183.02,0.9420215495125706,0.01579520697167756,0.008169934640522876
2026-05,DE,SMB,Desktop,Wallet,636,608,30801.170000000002,4,3,555.73,29246.78,0.9559748427672956,0.006578947368421052,0.004934210526315789
2026-05,DE,SMB,Mobile,BNPL,321,298,18487.68,8,1,326.21999999999997,17167.98,0.9283489096573209,0.026845637583892617,0.003355704697986577
2026-05,DE,SMB,Mobile,Bank debit,620,572,29524.54,8,1,516.92,27204.01,0.9225806451612903,0.013986013986013986,0.0017482517482517483
2026-05,DE,SMB,Mobile,Card,3488,3244,171135.45,51,18,3038.22,159897.75,0.930045871559633,0.015721331689272502,0.005548705302096177
2026-05,DE,SMB,Mobile,Wallet,1122,1071,53319.56,23,2,966.35,50857.28,0.9545454545454546,0.021475256769374416,0.0018674136321195146
2026-05,GB,Enterprise,Desktop,BNPL,53,50,6400.71,4,0,113.01,5949.61,0.9433962264150944,0.08,0.0
2026-05,GB,Enterprise,Desktop,Bank debit,101,91,13190.41,1,0,231.79,12199.43,0.900990099009901,0.01098901098901099,0.0
2026-05,GB,Enterprise,Desktop,Card,527,497,57742.28,9,4,1037.27,54588.2,0.9430740037950665,0.018108651911468814,0.008048289738430584
2026-05,GB,Enterprise,Desktop,Wallet,168,161,20878.34,2,0,386.91,20364.95,0.9583333333333334,0.012422360248447204,0.0
2026-05,GB,Enterprise,Mobile,BNPL,96,91,11761.91,0,3,219.2,11535.15,0.9479166666666666,0.0,0.03296703296703297
2026-05,GB,Enterprise,Mobile,Bank debit,173,159,18607.87,4,3,322.16,16955.36,0.9190751445086706,0.025157232704402517,0.018867924528301886
2026-05,GB,Enterprise,Mobile,Card,1027,958,111952.71,17,3,1957.01,103003.83,0.9328140214216164,0.017745302713987474,0.003131524008350731
2026-05,GB,Enterprise,Mobile,Wallet,300,283,31917.32,4,0,566.91,29836.79,0.9433333333333334,0.014134275618374558,0.0
2026-05,GB,Mid-market,Desktop,BNPL,102,89,8200.63,2,0,137.24,7220.17,0.8725490196078431,0.02247191011235955,0.0
2026-05,GB,Mid-market,Desktop,Bank debit,195,181,13664.33,6,0,244.46,12862.7,0.9282051282051282,0.03314917127071823,0.0
2026-05,GB,Mid-market,Desktop,Card,1239,1172,87613.91,15,3,1589.79,83678.36,0.9459241323648103,0.012798634812286689,0.002559726962457338
2026-05,GB,Mid-market,Desktop,Wallet,389,375,30471.42,4,2,567.57,29873.47,0.9640102827763496,0.010666666666666666,0.005333333333333333
2026-05,GB,Mid-market,Mobile,BNPL,196,181,13331.67,4,0,236.06,12425.97,0.923469387755102,0.022099447513812154,0.0
2026-05,GB,Mid-market,Mobile,Bank debit,354,337,23968.32,2,2,434.12,22840.08,0.9519774011299436,0.005934718100890208,0.005934718100890208
2026-05,GB,Mid-market,Mobile,Card,2132,2010,154859.83,29,12,2800.95,147422.15,0.9427767354596623,0.014427860696517412,0.005970149253731343
2026-05,GB,Mid-market,Mobile,Wallet,645,611,46734.39,6,2,840.35,44224.96,0.9472868217054263,0.009819967266775777,0.0032733224222585926
2026-05,GB,SMB,Desktop,BNPL,195,178,11028.47,0,1,199.22,10485.77,0.9128205128205128,0.0,0.0056179775280898875
2026-05,GB,SMB,Desktop,Bank debit,422,400,20774.9,6,2,371.51,19555.44,0.9478672985781991,0.015,0.005
2026-05,GB,SMB,Desktop,Card,2307,2167,111578.36,36,8,1973.36,103862.85,0.9393151278716948,0.01661282879556991,0.0036917397323488694
2026-05,GB,SMB,Desktop,Wallet,722,692,39065.590000000004,8,2,710.18,37381.56,0.9584487534626038,0.011560693641618497,0.002890173410404624
2026-05,GB,SMB,Mobile,BNPL,379,348,18256.64,6,0,320.87,16885.57,0.9182058047493403,0.017241379310344827,0.0
2026-05,GB,SMB,Mobile,Bank debit,663,622,29669.0,3,1,529.32,27859.35,0.9381598793363499,0.00482315112540193,0.001607717041800643
2026-05,GB,SMB,Mobile,Card,3969,3716,194282.38,62,17,3453.1,181758.51,0.9362559838750315,0.016684607104413347,0.00457481162540366
2026-05,GB,SMB,Mobile,Wallet,1272,1211,65459.87,18,5,1192.34,62760.64,0.9520440251572327,0.01486374896779521,0.004128819157720892
2026-05,US,Enterprise,Desktop,BNPL,162,149,18282.32,5,0,325.73,17140.5,0.9197530864197531,0.03355704697986577,0.0
2026-05,US,Enterprise,Desktop,Bank debit,315,291,33645.45,4,1,595.8,31360.21,0.9238095238095239,0.013745704467353952,0.003436426116838488
2026-05,US,Enterprise,Desktop,Card,1791,1709,195022.34,30,12,3577.43,188276.87,0.954215522054718,0.017554125219426564,0.007021650087770626
2026-05,US,Enterprise,Desktop,Wallet,592,568,65271.68,11,0,1182.08,62211.7,0.9594594594594594,0.01936619718309859,0.0
2026-05,US,Enterprise,Mobile,BNPL,319,289,36687.41,8,1,633.73,33352.57,0.9059561128526645,0.02768166089965398,0.0034602076124567475
2026-05,US,Enterprise,Mobile,Bank debit,537,497,63586.25,10,5,1129.55,59451.229999999996,0.925512104283054,0.02012072434607646,0.01006036217303823
2026-05,US,Enterprise,Mobile,Card,3271,3054,359607.46,55,22,6367.41,335124.57,0.9336594313665546,0.018009168303863784,0.007203667321545514
2026-05,US,Enterprise,Mobile,Wallet,1038,992,117393.22,17,2,2138.28,112545.81,0.9556840077071291,0.017137096774193547,0.0020161290322580645
2026-05,US,Mid-market,Desktop,BNPL,391,348,27231.31,16,0,461.83,24306.170000000002,0.8900255754475703,0.04597701149425287,0.0
2026-05,US,Mid-market,Desktop,Bank debit,634,593,44849.85,6,0,777.97,40942.58,0.9353312302839116,0.01011804384485666,0.0
2026-05,US,Mid-market,Desktop,Card,3970,3737,288128.07,50,29,5148.82,270992.63,0.9413098236775819,0.01337971635001338,0.00776023548300776
