payment_id,merchant_id,customer_id,event_ts,country,merchant_segment,device,payment_method,amount_usd,payment_succeeded,decline_reason,refund_flag,dispute_flag,processing_latency_ms,platform_revenue_usd
pay_000604768,m_02807,c_0178213,2026-01-01 15:21:00,GB,Mid-market,Mobile,Card,67.28,1,,0,0,387,1.28
pay_000481823,m_03122,c_0136050,2026-01-01 15:21:00,US,Enterprise,Mobile,Card,237.75,1,,0,0,768,4.52
pay_000700483,m_00175,c_0009941,2026-01-01 15:21:00,CA,SMB,Mobile,Wallet,44.24,1,,0,0,747,0.84
pay_000337170,m_03208,c_0111983,2026-01-01 15:22:00,US,SMB,Mobile,Card,56.77,1,,0,0,864,1.08
pay_000936644,m_00119,c_0026073,2026-01-01 15:22:00,US,Enterprise,Desktop,Card,24.56,0,network_error,0,0,681,0.0
pay_000281339,m_01209,c_0010896,2026-01-01 15:22:00,US,SMB,Mobile,Wallet,36.89,1,,0,0,786,0.7
pay_000731674,m_03601,c_0154129,2026-01-01 15:23:00,CA,Enterprise,Desktop,Card,65.85,1,,0,0,669,1.25
pay_000573269,m_03273,c_0096360,2026-01-01 15:23:00,CA,SMB,Mobile,Card,62.62,1,,0,0,679,1.19
pay_000311463,m_00476,c_0007149,2026-01-01 15:23:00,AU,Enterprise,Mobile,Wallet,27.65,1,,0,0,656,0.53
pay_000551222,m_01907,c_0047577,2026-01-01 15:23:00,GB,Enterprise,Mobile,Card,105.75,1,,0,0,1086,2.01
pay_000547962,m_04754,c_0036997,2026-01-01 15:24:00,US,Mid-market,Desktop,Bank debit,26.42,1,,0,0,1034,0.5
pay_000060232,m_01543,c_0000872,2026-01-01 15:25:00,GB,Enterprise,Mobile,Bank debit,37.08,1,,0,0,763,0.7
pay_000196414,m_00730,c_0154876,2026-01-01 15:25:00,US,SMB,Mobile,Card,12.49,1,,0,0,890,0.24
pay_000620486,m_00854,c_0011147,2026-01-01 15:25:00,CA,SMB,Mobile,Card,49.64,1,,0,0,842,0.94
pay_000245989,m_01986,c_0116921,2026-01-01 15:25:00,US,SMB,Desktop,Card,58.55,1,,0,0,1036,1.11
pay_000873702,m_03300,c_0116950,2026-01-01 15:25:00,US,SMB,Desktop,Card,49.54,1,,0,0,914,0.94
pay_000718497,m_00921,c_0023529,2026-01-01 15:26:00,GB,Mid-market,Mobile,Card,26.64,1,,0,0,543,0.51
pay_000982613,m_02270,c_0176359,2026-01-01 15:26:00,US,SMB,Mobile,Card,16.61,1,,0,0,753,0.32
pay_000935376,m_00984,c_0035810,2026-01-01 15:26:00,DE,SMB,Desktop,Wallet,59.31,1,,0,0,818,1.13
pay_000253346,m_00794,c_0140743,2026-01-01 15:26:00,GB,Enterprise,Mobile,Card,206.64,1,,0,0,1135,3.93
pay_000530251,m_03487,c_0087914,2026-01-01 15:26:00,US,SMB,Mobile,Bank debit,106.44,1,,0,0,1543,2.02
pay_000863011,m_00192,c_0044212,2026-01-01 15:27:00,US,Mid-market,Desktop,Card,18.32,1,,0,0,563,0.35
pay_000327012,m_02665,c_0095825,2026-01-01 15:27:00,CA,SMB,Desktop,Card,39.12,1,,0,0,421,0.74
pay_000052744,m_01368,c_0052657,2026-01-01 15:27:00,DE,Enterprise,Desktop,Card,36.84,0,suspected_fraud,0,0,894,0.0
pay_000359771,m_01412,c_0008152,2026-01-01 15:27:00,US,SMB,Mobile,Card,64.45,1,,0,0,858,1.22
pay_000231445,m_03194,c_0061852,2026-01-01 15:27:00,GB,SMB,Mobile,Bank debit,23.27,1,,0,0,1072,0.44
pay_000275871,m_03914,c_0080449,2026-01-01 15:27:00,CA,SMB,Mobile,Bank debit,22.21,1,,0,0,1251,0.42
pay_000484172,m_03931,c_0129743,2026-01-01 15:28:00,US,SMB,Mobile,Bank debit,15.43,1,,0,0,1049,0.29
pay_000483543,m_04683,c_0125112,2026-01-01 15:29:00,US,SMB,Desktop,Card,52.39,1,,0,0,594,1.0
pay_000381751,m_02665,c_0101223,2026-01-01 15:30:00,US,Mid-market,Mobile,Card,60.59,1,,0,0,766,1.15
pay_000976894,m_04870,c_0153953,2026-01-01 15:30:00,CA,Enterprise,Mobile,Wallet,29.98,1,,0,0,350,0.57
pay_000418228,m_00146,c_0091656,2026-01-01 15:30:00,GB,SMB,Mobile,Bank debit,12.46,1,,0,0,740,0.24
pay_000260089,m_04009,c_0044594,2026-01-01 15:30:00,US,SMB,Mobile,Card,64.65,1,,0,0,1091,1.23
pay_000236279,m_01084,c_0062546,2026-01-01 15:30:00,AU,SMB,Mobile,Card,90.8,1,,0,0,790,1.73
pay_000254939,m_02666,c_0142018,2026-01-01 15:30:00,US,Enterprise,Mobile,Card,56.89,1,,0,0,767,1.08
pay_000380493,m_02120,c_0077037,2026-01-01 15:30:00,CA,SMB,Mobile,Card,4.45,1,,0,0,636,0.08
pay_000484895,m_03241,c_0092585,2026-01-01 15:31:00,US,Enterprise,Mobile,Card,200.96,1,,0,0,413,3.82
pay_000417098,m_01019,c_0007576,2026-01-01 15:31:00,CA,SMB,Desktop,BNPL,20.7,0,insufficient_funds,0,0,358,0.0
pay_000860638,m_03440,c_0075724,2026-01-01 15:33:00,DE,SMB,Desktop,Card,95.03,1,,0,0,538,1.81
pay_000713523,m_02269,c_0028325,2026-01-01 15:33:00,US,SMB,Mobile,BNPL,57.16,0,suspected_fraud,0,0,703,0.0
pay_000891271,m_02186,c_0105591,2026-01-01 15:33:00,US,Mid-market,Desktop,Card,32.84,1,,0,0,879,0.62
pay_000635717,m_02190,c_0130730,2026-01-01 15:33:00,US,SMB,Mobile,Card,39.33,1,,0,0,688,0.75
pay_000755153,m_02761,c_0150176,2026-01-01 15:34:00,GB,SMB,Mobile,Card,60.17,1,,0,0,436,1.14
pay_000643222,m_04709,c_0120827,2026-01-01 15:34:00,US,SMB,Mobile,Bank debit,152.46,1,,0,0,1446,2.9
pay_000848735,m_04714,c_0092723,2026-01-01 15:35:00,US,SMB,Mobile,BNPL,47.89,0,expired_card,0,0,512,0.0
pay_000280869,m_04972,c_0041806,2026-01-01 15:35:00,AU,SMB,Desktop,Card,41.59,1,,0,0,811,0.79
pay_000403603,m_00454,c_0110469,2026-01-01 15:35:00,AU,Mid-market,Desktop,Wallet,31.4,1,,1,0,877,0.6
pay_000624147,m_01513,c_0047964,2026-01-01 15:37:00,US,SMB,Mobile,Card,40.74,1,,0,0,725,0.77
pay_000466349,m_00039,c_0108391,2026-01-01 15:37:00,US,SMB,Mobile,Card,23.44,1,,0,0,1005,0.45
pay_000700871,m_01199,c_0010653,2026-01-01 15:38:00,AU,SMB,Desktop,Card,25.04,1,,0,0,582,0.48
pay_000853445,m_01231,c_0145054,2026-01-01 15:38:00,CA,SMB,Mobile,Wallet,50.96,1,,0,0,684,0.97
pay_000455716,m_00177,c_0020799,2026-01-01 15:38:00,CA,SMB,Mobile,Card,66.1,1,,0,0,502,1.26
pay_000931002,m_04123,c_0140846,2026-01-01 15:38:00,CA,Mid-market,Mobile,BNPL,52.62,1,,0,0,456,1.0
pay_000458250,m_03774,c_0095330,2026-01-01 15:38:00,US,Enterprise,Mobile,Bank debit,219.6,1,,0,0,771,4.17
pay_000961951,m_00173,c_0059800,2026-01-01 15:38:00,US,SMB,Desktop,Wallet,34.44,1,,0,0,620,0.65
pay_000216638,m_00951,c_0157108,2026-01-01 15:39:00,US,SMB,Mobile,Card,83.37,1,,0,0,833,1.58
pay_000811455,m_01994,c_0039362,2026-01-01 15:39:00,US,Mid-market,Mobile,Card,33.54,1,,0,0,886,0.64
pay_000454802,m_03921,c_0073704,2026-01-01 15:39:00,US,Enterprise,Desktop,Card,19.74,1,,0,0,454,0.38
pay_000606761,m_00440,c_0116253,2026-01-01 15:39:00,US,Mid-market,Mobile,Card,19.2,1,,0,0,1235,0.36
pay_000943171,m_04109,c_0034063,2026-01-01 15:40:00,DE,SMB,Mobile,Wallet,21.15,1,,0,0,582,0.4
pay_000613730,m_03741,c_0038766,2026-01-01 15:40:00,US,SMB,Mobile,Card,7.41,1,,0,0,542,0.14
pay_000803391,m_02475,c_0069484,2026-01-01 15:41:00,DE,Mid-market,Desktop,BNPL,51.3,1,,0,0,338,0.97
pay_000091500,m_01768,c_0114382,2026-01-01 15:41:00,US,Enterprise,Desktop,Wallet,33.57,1,,0,0,999,0.64
pay_000189019,m_03776,c_0168827,2026-01-01 15:41:00,AU,Enterprise,Desktop,Wallet,103.28,1,,0,0,711,1.96
pay_000504243,m_03952,c_0126226,2026-01-01 15:42:00,US,Mid-market,Desktop,Card,55.89,0,insufficient_funds,0,0,501,0.0
pay_000952761,m_00033,c_0016636,2026-01-01 15:42:00,DE,Mid-market,Mobile,Wallet,11.74,1,,0,0,1010,0.22
pay_000632102,m_03606,c_0073494,2026-01-01 15:42:00,CA,Mid-market,Mobile,Card,53.0,0,issuer_decline,0,0,810,0.0
pay_000319178,m_01356,c_0059009,2026-01-01 15:42:00,AU,SMB,Mobile,Card,57.56,1,,0,0,823,1.09
pay_000883840,m_00020,c_0041865,2026-01-01 15:42:00,AU,Mid-market,Mobile,Card,36.17,1,,0,0,892,0.69
pay_000362221,m_00301,c_0003824,2026-01-01 15:43:00,US,Mid-market,Desktop,Card,36.11,1,,0,0,293,0.69
pay_000410835,m_03309,c_0004677,2026-01-01 15:43:00,US,Enterprise,Mobile,Card,103.95,1,,0,0,833,1.98
pay_000925988,m_01984,c_0026675,2026-01-01 15:43:00,CA,Mid-market,Mobile,Wallet,230.04,1,,0,0,648,4.37
pay_000668194,m_00686,c_0084050,2026-01-01 15:43:00,CA,Mid-market,Mobile,Wallet,63.28,1,,0,0,638,1.2
pay_000608316,m_03849,c_0177022,2026-01-01 15:43:00,US,Enterprise,Mobile,Card,14.13,1,,0,0,614,0.27
pay_000912572,m_02213,c_0042437,2026-01-01 15:43:00,CA,Enterprise,Desktop,Card,70.96,1,,0,0,812,1.35
pay_000252093,m_04695,c_0156428,2026-01-01 15:43:00,GB,SMB,Mobile,Card,18.57,1,,0,0,728,0.35
pay_000292334,m_04374,c_0048745,2026-01-01 15:43:00,DE,Mid-market,Mobile,Card,23.95,1,,0,0,1065,0.46
pay_000951789,m_02994,c_0119659,2026-01-01 15:44:00,US,SMB,Desktop,Card,10.13,1,,0,0,724,0.19
pay_000786605,m_00657,c_0149117,2026-01-01 15:44:00,US,Enterprise,Mobile,Card,6.26,1,,0,0,837,0.12
pay_000996905,m_04267,c_0027643,2026-01-01 15:44:00,CA,SMB,Mobile,Card,176.19,1,,0,0,723,3.35
pay_000460178,m_01094,c_0100905,2026-01-01 15:44:00,CA,Mid-market,Mobile,Card,80.7,1,,0,0,152,1.53
pay_000760977,m_00793,c_0141351,2026-01-01 15:44:00,AU,SMB,Desktop,Wallet,32.77,1,,0,0,686,0.62
pay_000451530,m_04867,c_0153532,2026-01-01 15:44:00,AU,SMB,Desktop,Card,727.62,1,,0,0,467,13.82
pay_000100051,m_03611,c_0037364,2026-01-01 15:44:00,US,Mid-market,Desktop,Bank debit,65.86,1,,0,0,1141,1.25
pay_000238241,m_04687,c_0144982,2026-01-01 15:45:00,US,Mid-market,Mobile,Wallet,18.32,1,,0,0,905,0.35
pay_000262629,m_03604,c_0001611,2026-01-01 15:46:00,US,SMB,Desktop,Bank debit,31.04,1,,0,0,975,0.59
pay_000974360,m_01458,c_0034610,2026-01-01 15:46:00,US,Mid-market,Mobile,Wallet,163.76,1,,0,0,1146,3.11
pay_000680473,m_02246,c_0060016,2026-01-01 15:46:00,US,Mid-market,Desktop,Card,61.26,1,,0,0,454,1.16
pay_000837458,m_01430,c_0024340,2026-01-01 15:47:00,US,Mid-market,Mobile,BNPL,79.16,1,,0,0,850,1.5
pay_000005462,m_00307,c_0067328,2026-01-01 15:47:00,US,SMB,Mobile,Card,66.02,1,,0,0,977,1.25
pay_000432762,m_03305,c_0135548,2026-01-01 15:48:00,GB,SMB,Desktop,BNPL,58.81,1,,0,0,929,1.12
pay_000086602,m_03522,c_0024582,2026-01-01 15:48:00,CA,SMB,Desktop,Card,29.16,1,,0,0,592,0.55
pay_000887569,m_01758,c_0059169,2026-01-01 15:48:00,US,Mid-market,Mobile,Card,40.83,1,,0,0,536,0.78
pay_000199201,m_01723,c_0020234,2026-01-01 15:49:00,GB,Mid-market,Mobile,Wallet,104.08,1,,0,0,745,1.98
pay_000569237,m_01134,c_0139022,2026-01-01 15:49:00,DE,SMB,Desktop,Card,6.9,0,suspected_fraud,0,0,853,0.0
pay_000765393,m_03847,c_0115745,2026-01-01 15:50:00,US,SMB,Desktop,Card,19.05,1,,0,0,804,0.36
pay_000236799,m_00117,c_0175538,2026-01-01 15:50:00,CA,Enterprise,Mobile,Card,216.97,1,,0,0,639,4.12
pay_000482002,m_04449,c_0175830,2026-01-01 15:50:00,US,Mid-market,Desktop,Card,61.99,1,,0,0,509,1.18
pay_000548662,m_00536,c_0110260,2026-01-01 15:51:00,DE,Mid-market,Desktop,Card,39.69,1,,0,0,812,0.75
pay_000774185,m_00047,c_0150938,2026-01-01 15:51:00,CA,SMB,Mobile,Wallet,31.04,1,,0,0,986,0.59
pay_000959939,m_02273,c_0179405,2026-01-01 15:51:00,CA,SMB,Desktop,Card,21.26,1,,0,0,908,0.4
pay_000196950,m_00671,c_0120277,2026-01-01 15:55:00,US,SMB,Mobile,Card,36.46,1,,0,0,721,0.69
pay_000343035,m_04386,c_0022836,2026-01-01 15:55:00,US,Mid-market,Mobile,Bank debit,224.16,1,,0,0,991,4.26
pay_000738529,m_01590,c_0093783,2026-01-01 15:56:00,DE,SMB,Desktop,Wallet,25.5,1,,0,0,610,0.48
pay_000650220,m_00790,c_0142458,2026-01-01 15:56:00,US,SMB,Desktop,Wallet,172.4,1,,0,0,1125,3.28
pay_000355369,m_04758,c_0166747,2026-01-01 15:56:00,US,SMB,Mobile,Wallet,130.85,1,,0,0,567,2.49
pay_000250789,m_00066,c_0147574,2026-01-01 15:56:00,US,Mid-market,Desktop,Wallet,57.14,1,,0,0,459,1.09
pay_000656069,m_01066,c_0115914,2026-01-01 15:56:00,DE,Enterprise,Desktop,Card,156.57,1,,0,0,522,2.97
pay_000140422,m_01434,c_0065283,2026-01-01 15:57:00,US,Mid-market,Mobile,Card,41.44,1,,0,0,970,0.79
pay_000548263,m_02900,c_0114705,2026-01-01 15:57:00,US,Enterprise,Desktop,Wallet,48.08,1,,0,0,661,0.91
pay_000678354,m_03778,c_0028960,2026-01-01 15:57:00,US,Mid-market,Mobile,Wallet,31.78,1,,0,0,764,0.6
pay_000398606,m_00645,c_0106652,2026-01-01 15:58:00,AU,SMB,Desktop,Wallet,8.8,1,,0,0,873,0.17
pay_000677453,m_02121,c_0124933,2026-01-01 15:58:00,GB,SMB,Mobile,Card,38.68,1,,0,0,975,0.73
pay_000752119,m_04632,c_0076142,2026-01-01 15:58:00,DE,SMB,Mobile,Card,56.55,1,,0,0,969,1.07
pay_000933905,m_03668,c_0062581,2026-01-01 15:58:00,US,SMB,Desktop,Card,39.28,1,,0,0,676,0.75
pay_000225009,m_02062,c_0031570,2026-01-01 15:59:00,US,Mid-market,Desktop,Wallet,21.22,1,,0,0,893,0.4
pay_000987742,m_04496,c_0000961,2026-01-01 15:59:00,US,SMB,Mobile,Wallet,38.9,1,,0,0,903,0.74
pay_000116700,m_04208,c_0103999,2026-01-01 15:59:00,CA,SMB,Mobile,Card,66.36,1,,0,0,458,1.26
pay_000525770,m_02809,c_0022237,2026-01-01 15:59:00,US,SMB,Desktop,Wallet,11.72,1,,0,0,682,0.22
pay_000665663,m_00603,c_0148446,2026-01-01 15:59:00,US,SMB,Desktop,Card,30.43,1,,0,0,596,0.58
pay_000137252,m_01743,c_0130544,2026-01-01 16:00:00,GB,Mid-market,Mobile,Wallet,204.44,1,,0,0,968,3.88
pay_000073251,m_01363,c_0066358,2026-01-01 16:00:00,DE,SMB,Mobile,Wallet,51.86,1,,0,0,712,0.99
pay_000971065,m_01206,c_0107927,2026-01-01 16:00:00,US,SMB,Mobile,Bank debit,41.09,1,,1,0,1200,0.78
pay_000626565,m_04112,c_0042574,2026-01-01 16:00:00,US,SMB,Mobile,Card,27.84,1,,0,0,505,0.53
pay_000637353,m_01326,c_0123872,2026-01-01 16:00:00,AU,Enterprise,Mobile,Card,14.26,1,,0,0,672,0.27
pay_000399573,m_03626,c_0151179,2026-01-01 16:00:00,US,Enterprise,Desktop,Card,20.8,1,,0,0,806,0.4
pay_000061290,m_01736,c_0005666,2026-01-01 16:01:00,GB,SMB,Mobile,Card,47.83,1,,0,0,465,0.91
pay_000118663,m_03570,c_0017409,2026-01-01 16:01:00,US,Enterprise,Mobile,Card,97.34,1,,0,0,649,1.85
pay_000838239,m_02410,c_0108466,2026-01-01 16:01:00,US,SMB,Mobile,Wallet,28.94,1,,0,0,999,0.55
pay_000387112,m_01383,c_0090374,2026-01-01 16:01:00,US,SMB,Mobile,Card,16.77,1,,0,0,850,0.32
pay_000778947,m_02355,c_0127276,2026-01-01 16:02:00,US,Mid-market,Mobile,Card,42.26,1,,0,0,704,0.8
pay_000323160,m_03488,c_0156979,2026-01-01 16:03:00,US,SMB,Desktop,Wallet,168.48,1,,0,0,256,3.2
pay_000234927,m_01554,c_0085701,2026-01-01 16:03:00,US,SMB,Mobile,Card,72.05,1,,0,0,631,1.37
pay_000375529,m_03006,c_0176414,2026-01-01 16:03:00,US,SMB,Desktop,Card,33.52,1,,0,0,662,0.64
pay_000962104,m_04666,c_0095554,2026-01-01 16:04:00,DE,SMB,Desktop,Card,81.83,1,,0,0,821,1.55
pay_000390201,m_02956,c_0053476,2026-01-01 16:04:00,CA,Enterprise,Mobile,Card,178.28,1,,0,0,353,3.39
pay_000172305,m_03421,c_0068937,2026-01-01 16:04:00,GB,SMB,Mobile,BNPL,9.27,1,,0,0,340,0.18
pay_000190518,m_00165,c_0041725,2026-01-01 16:04:00,GB,Enterprise,Desktop,Wallet,69.28,1,,0,0,1161,1.32
pay_000326331,m_03777,c_0152761,2026-01-01 16:04:00,CA,SMB,Mobile,Wallet,62.78,1,,0,0,735,1.19
pay_000500744,m_02582,c_0075436,2026-01-01 16:05:00,GB,SMB,Mobile,Wallet,42.91,1,,0,0,818,0.82
pay_000211733,m_01348,c_0026218,2026-01-01 16:05:00,US,Mid-market,Desktop,Card,98.88,1,,0,0,361,1.88
pay_000498791,m_00767,c_0170307,2026-01-01 16:05:00,AU,SMB,Mobile,Card,15.57,1,,0,0,416,0.3
pay_000238705,m_01541,c_0015803,2026-01-01 16:06:00,DE,SMB,Desktop,Card,34.26,0,suspected_fraud,0,0,519,0.0
pay_000581286,m_04445,c_0165855,2026-01-01 16:06:00,US,SMB,Desktop,Wallet,24.73,1,,0,0,1064,0.47
pay_000479542,m_03612,c_0035734,2026-01-01 16:06:00,US,SMB,Desktop,Card,45.31,0,insufficient_funds,0,0,729,0.0
pay_000829840,m_02329,c_0097206,2026-01-01 16:06:00,CA,Enterprise,Mobile,Wallet,247.74,1,,0,0,713,4.71
pay_000325507,m_02454,c_0071251,2026-01-01 16:07:00,US,SMB,Mobile,Card,24.35,1,,0,0,1305,0.46
pay_000801973,m_03969,c_0029302,2026-01-01 16:07:00,US,SMB,Mobile,Wallet,118.34,1,,0,0,635,2.25
pay_000717980,m_00336,c_0148304,2026-01-01 16:08:00,US,SMB,Desktop,Card,39.24,1,,0,0,974,0.75
pay_000252318,m_01558,c_0176619,2026-01-01 16:08:00,CA,Enterprise,Mobile,Card,15.45,1,,0,0,609,0.29
pay_000020426,m_01100,c_0046137,2026-01-01 16:08:00,US,SMB,Mobile,BNPL,29.84,1,,0,0,1083,0.57
pay_000886256,m_01674,c_0086186,2026-01-01 16:08:00,CA,Enterprise,Mobile,Card,353.58,1,,0,0,539,6.72
pay_000931071,m_01933,c_0093780,2026-01-01 16:09:00,DE,SMB,Mobile,Card,37.77,1,,0,0,771,0.72
pay_000604986,m_02067,c_0024993,2026-01-01 16:10:00,US,SMB,Mobile,Wallet,15.77,1,,0,0,672,0.3
pay_000192160,m_03710,c_0073917,2026-01-01 16:10:00,GB,Mid-market,Mobile,Card,33.05,1,,0,0,538,0.63
pay_000783921,m_04049,c_0104464,2026-01-01 16:10:00,CA,Mid-market,Desktop,Card,20.18,1,,0,0,857,0.38
pay_000445732,m_01705,c_0025199,2026-01-01 16:10:00,US,SMB,Mobile,Bank debit,113.34,1,,0,0,1319,2.15
pay_000435709,m_04381,c_0002161,2026-01-01 16:10:00,US,Mid-market,Mobile,Card,180.88,1,,0,0,975,3.44
pay_000863219,m_01959,c_0000418,2026-01-01 16:10:00,DE,Mid-market,Desktop,Bank debit,92.57,1,,0,0,1031,1.76
pay_000127755,m_04542,c_0125494,2026-01-01 16:11:00,GB,Mid-market,Mobile,BNPL,41.13,1,,0,0,583,0.78
pay_000914842,m_04940,c_0165316,2026-01-01 16:12:00,DE,Mid-market,Mobile,Card,58.34,1,,0,0,417,1.11
pay_000917930,m_02381,c_0119160,2026-01-01 16:12:00,GB,Mid-market,Desktop,Card,60.95,1,,0,0,502,1.16
pay_000838171,m_03968,c_0178419,2026-01-01 16:13:00,CA,SMB,Mobile,Card,20.86,1,,0,0,701,0.4
pay_000853090,m_00705,c_0032104,2026-01-01 16:13:00,GB,Mid-market,Mobile,Wallet,47.38,1,,0,0,685,0.9
pay_000368384,m_03837,c_0119799,2026-01-01 16:13:00,AU,SMB,Desktop,Card,25.52,1,,0,1,766,0.48
pay_000891596,m_00705,c_0049473,2026-01-01 16:13:00,DE,SMB,Desktop,Card,29.32,1,,0,0,831,0.56
pay_000769199,m_01293,c_0151403,2026-01-01 16:14:00,US,Enterprise,Mobile,Card,79.08,1,,0,0,770,1.5
pay_000751984,m_04985,c_0010703,2026-01-01 16:14:00,US,Mid-market,Mobile,Card,226.02,1,,0,0,547,4.29
pay_000856943,m_03529,c_0164426,2026-01-01 16:14:00,GB,SMB,Desktop,Wallet,66.6,0,insufficient_funds,0,0,666,0.0
pay_000454580,m_03174,c_0045791,2026-01-01 16:14:00,AU,Mid-market,Mobile,Card,44.15,1,,0,0,665,0.84
pay_000070338,m_02500,c_0105109,2026-01-01 16:14:00,US,SMB,Mobile,Card,234.78,1,,0,0,1175,4.46
pay_000229635,m_00555,c_0144948,2026-01-01 16:15:00,CA,Mid-market,Desktop,Wallet,71.55,1,,0,0,757,1.36
pay_000938361,m_04223,c_0016632,2026-01-01 16:15:00,CA,SMB,Mobile,BNPL,17.09,1,,0,0,519,0.32
pay_000351811,m_04301,c_0066510,2026-01-01 16:15:00,DE,SMB,Mobile,BNPL,32.29,1,,0,0,483,0.61
pay_000105468,m_02430,c_0104380,2026-01-01 16:15:00,US,SMB,Mobile,Wallet,143.05,1,,1,0,970,2.72
pay_000401679,m_00670,c_0090810,2026-01-01 16:16:00,US,Mid-market,Mobile,Card,39.99,1,,0,0,903,0.76
pay_000035768,m_04058,c_0058319,2026-01-01 16:16:00,US,Mid-market,Desktop,Card,27.98,1,,0,0,498,0.53
pay_000161623,m_01049,c_0066144,2026-01-01 16:16:00,DE,SMB,Mobile,Card,13.44,1,,0,0,599,0.26
pay_000835739,m_02856,c_0132476,2026-01-01 16:17:00,CA,Mid-market,Desktop,BNPL,21.59,1,,0,0,896,0.41
pay_000990390,m_00642,c_0001366,2026-01-01 16:17:00,GB,Mid-market,Desktop,Bank debit,59.75,1,,0,0,1016,1.14
pay_000313266,m_04662,c_0019818,2026-01-01 16:17:00,US,SMB,Mobile,Bank debit,63.34,1,,0,0,754,1.2
pay_000795368,m_03591,c_0110501,2026-01-01 16:17:00,US,SMB,Mobile,Wallet,9.66,1,,1,0,681,0.18
pay_000033566,m_02059,c_0149622,2026-01-01 16:17:00,US,SMB,Desktop,Bank debit,47.98,1,,0,0,1051,0.91
pay_000240957,m_04919,c_0088231,2026-01-01 16:18:00,US,SMB,Desktop,Card,19.63,1,,0,0,468,0.37
pay_000306362,m_01812,c_0067306,2026-01-01 16:18:00,GB,SMB,Mobile,Card,28.23,1,,1,0,719,0.54
pay_000828838,m_02945,c_0048250,2026-01-01 16:18:00,US,SMB,Desktop,Card,14.38,1,,0,0,840,0.27
pay_000785997,m_03929,c_0171749,2026-01-01 16:18:00,GB,SMB,Mobile,BNPL,16.35,1,,0,0,612,0.31
pay_000854570,m_03230,c_0051296,2026-01-01 16:19:00,DE,SMB,Mobile,Card,34.03,1,,0,0,696,0.65
pay_000671893,m_03746,c_0057192,2026-01-01 16:19:00,GB,Enterprise,Mobile,Card,22.94,0,network_error,0,0,659,0.0
pay_000105282,m_03718,c_0081868,2026-01-01 16:20:00,GB,SMB,Mobile,Card,25.15,1,,0,0,852,0.48
pay_000647438,m_03949,c_0164549,2026-01-01 16:20:00,US,Enterprise,Mobile,Card,104.78,0,issuer_decline,0,0,773,0.0
pay_000514083,m_00708,c_0093052,2026-01-01 16:20:00,US,SMB,Mobile,BNPL,21.54,1,,0,0,848,0.41
pay_000272060,m_03101,c_0127945,2026-01-01 16:21:00,US,SMB,Mobile,Card,34.73,1,,0,0,831,0.66
pay_000482679,m_03448,c_0070016,2026-01-01 16:21:00,US,SMB,Mobile,Wallet,57.43,1,,0,0,670,1.09
pay_000103413,m_00265,c_0109531,2026-01-01 16:21:00,US,SMB,Mobile,Bank debit,52.85,1,,0,0,768,1.0
pay_000136535,m_01691,c_0073715,2026-01-01 16:21:00,US,Enterprise,Desktop,Card,43.05,0,suspected_fraud,0,0,737,0.0
pay_000989489,m_01255,c_0096035,2026-01-01 16:22:00,DE,Mid-market,Mobile,Card,35.32,1,,0,0,776,0.67
pay_000727251,m_00298,c_0043885,2026-01-01 16:23:00,DE,Mid-market,Desktop,Wallet,67.96,1,,0,0,542,1.29
pay_000723048,m_02049,c_0006405,2026-01-01 16:23:00,US,SMB,Desktop,Card,33.55,1,,0,0,694,0.64
pay_000961461,m_00723,c_0109791,2026-01-01 16:24:00,CA,SMB,Mobile,Wallet,12.56,1,,0,0,696,0.24
pay_000916168,m_04439,c_0099223,2026-01-01 16:24:00,CA,SMB,Desktop,Card,23.73,1,,0,0,584,0.45
pay_000452513,m_03875,c_0028003,2026-01-01 16:24:00,US,SMB,Mobile,Wallet,19.92,1,,0,0,747,0.38
pay_000835918,m_00587,c_0148824,2026-01-01 16:24:00,US,Enterprise,Mobile,Wallet,100.34,1,,0,0,662,1.91
pay_000993383,m_04805,c_0110595,2026-01-01 16:25:00,CA,SMB,Mobile,Card,38.11,1,,0,0,606,0.72
pay_000674242,m_01847,c_0075737,2026-01-01 16:26:00,US,Enterprise,Mobile,Wallet,179.74,1,,0,0,658,3.42
pay_000567322,m_04467,c_0087650,2026-01-01 16:27:00,US,Mid-market,Mobile,Card,240.92,1,,0,0,639,4.58
pay_000135926,m_03933,c_0177974,2026-01-01 16:27:00,US,SMB,Mobile,Wallet,22.98,1,,0,0,308,0.44
pay_000478046,m_00077,c_0174437,2026-01-01 16:27:00,US,Mid-market,Desktop,Card,34.4,1,,0,0,721,0.65
pay_000710581,m_00269,c_0021676,2026-01-01 16:28:00,GB,Mid-market,Desktop,Card,107.45,1,,0,0,1170,2.04
pay_000515487,m_01811,c_0096347,2026-01-01 16:28:00,US,Mid-market,Mobile,Card,45.34,1,,0,0,556,0.86
pay_000525542,m_04513,c_0075001,2026-01-01 16:29:00,US,Enterprise,Mobile,Card,81.81,1,,0,0,586,1.55
pay_000251074,m_01939,c_0015526,2026-01-01 16:29:00,US,SMB,Mobile,Card,48.6,1,,0,0,350,0.92
pay_000701633,m_01809,c_0048185,2026-01-01 16:29:00,GB,SMB,Mobile,Card,31.09,1,,0,0,700,0.59
pay_000031184,m_00313,c_0066982,2026-01-01 16:30:00,GB,SMB,Mobile,Card,35.93,1,,0,0,578,0.68
